,participant,value,quantifier,count,bin,bin_label,object,img_name,segmentation,thingsplus_id,size_norm
70,0,100.0,few,93,"(91, 94]",30,beads,fsc_6478.jpg,0.0121384297520661,bead,136.4787234
71,0,87.265,a few,92,"(91, 94]",30,beads,fsc_6516.jpg,0.0893837164256198,bead,136.4787234
72,0,100.0,base,100,"(97, 100]",32,markers,fsc_6656.jpg,0.277472882231405,marker,189.9146341
73,0,98.123,some,20,"(19, 22]",6,flowers,fsc_6725.jpg,0.7174990315082644,flower,188.13414630000003
74,0,100.0,some,8,"(7, 10]",2,plates,fsc_6854.jpg,0.3809158703512397,plate,229.25
75,0,0.0,few,87,"(85, 88]",28,windows,fsc_6889.jpg,0.0476901472107438,window,283.3977273
76,0,100.0,base,63,"(61, 64]",20,apples,fsc_689.jpg,0.0661399147727272,apple,199.8478261
77,0,100.0,base,89,"(88, 91]",29,eggs,fsc_6996.jpg,0.1009410511363636,egg,180.6829268
78,0,100.0,base,100,"(97, 100]",32,bottles,fsc_7016.jpg,0.242058367768595,bottle,223.0465116
79,0,100.0,many,50,"(49, 52]",16,bottles,fsc_7095.jpg,0.9188726756198348,bottle,223.0465116
80,0,100.0,some,59,"(58, 61]",19,shoes,fsc_7119.jpg,0.1103354209710743,shoe,224.4347826
81,0,38.07,a lot of,56,"(55, 58]",18,sticky notes,fsc_7200.jpg,0.2976740056818182,,
82,0,8.311,few,40,"(37, 40]",12,cassettes,fsc_729.jpg,0.9817520015495868,cassette,200.5111111
83,0,24.263,a few,95,"(94, 97]",31,caps,fsc_7321.jpg,0.0,hat,233.1976744
84,0,18.097,few,30,"(28, 31]",9,fish,fsc_7340.jpg,0.0,fish,209.3488372
85,0,40.08,a lot of,42,"(40, 43]",13,cups,fsc_7406.jpg,0.239467652376033,cup,205.5555556
86,0,100.0,some,56,"(55, 58]",18,people,fsc_7479.jpg,0.8075041967975206,man,313.97560980000003
87,0,56.971,a few,47,"(46, 49]",15,caps,fsc_7647.jpg,0.0482793130165289,hat,233.1976744
88,0,7.507,a lot of,72,"(70, 73]",23,ants,fsc_7655.jpg,0.0,ant,116.0111111
89,0,97.855,base,66,"(64, 67]",21,people,fsc_7703.jpg,0.4017868672520661,man,313.97560980000003
90,0,74.531,many,77,"(76, 79]",25,cups,fsc_7704.jpg,0.7162722753099173,cup,205.5555556
91,0,6.971,some,59,"(58, 61]",19,tomatoes,fsc_78.jpg,0.4265237603305785,tomato,194.5638298
92,0,14.879,few,97,"(94, 97]",31,birds,fsc_943.jpg,0.6465408703512396,bird,220.6153846
93,0,100.0,base,48,"(46, 49]",15,birds,fsc_961.jpg,0.2063290934917355,bird,220.6153846
94,0,0.0,few,93,"(91, 94]",30,watches,fsc_991.jpg,0.8784139333677686,watch,183.7934783
95,0,85.925,few,5,"(4, 7]",1,balls,tqa_2341127.jpg,0.010443569214876,ball,208.8170732
96,0,2.815,many,2,"(1, 4]",0,swans,tqa_2342341.jpg,0.2036173166322314,swan,261.8958333
97,0,100.0,a few,7,"(4, 7]",1,skis,tqa_2369581.jpg,0.536431430785124,ski,280.0568182
98,0,100.0,base,4,"(1, 4]",0,steps,tqa_2386369.jpg,0.0034058626033057,,
99,0,8.043,few,7,"(4, 7]",1,donuts,tqa_2411970.jpg,0.3406588972107438,donut,206.5
100,1,0.0,few,31,"(28, 31]",9,bottle caps,fsc_1891.jpg,0.0383280604338843,cap,149.4375
101,1,100.0,a lot of,48,"(46, 49]",15,bottle caps,fsc_1944.jpg,0.0,cap,149.4375
102,1,100.0,base,95,"(94, 97]",31,bottle caps,fsc_1987.jpg,0.0,cap,149.4375
103,1,100.0,a lot of,83,"(82, 85]",27,bottle caps,fsc_1999.jpg,0.0347769240702479,cap,149.4375
104,1,100.0,base,98,"(97, 100]",32,apples,fsc_2236.jpg,0.3436854338842975,apple,199.8478261
105,1,87.936,a lot of,20,"(19, 22]",6,apples,fsc_2237.jpg,0.2388462035123967,apple,199.8478261
106,1,23.458,some,58,"(55, 58]",18,camels,fsc_2316.jpg,0.2349318827479339,camel,348.0729167
107,1,100.0,some,69,"(67, 70]",22,grapes,fsc_251.jpg,0.1160575929752066,grape,153.1511628
108,1,0.0,a few,67,"(64, 67]",21,bowls,fsc_2672.jpg,0.1236925361570247,bowl,224.9555556
109,1,100.0,base,85,"(82, 85]",27,oranges,fsc_2715.jpg,0.4258054622933884,orange,202.6477273
110,1,0.0,few,39,"(37, 40]",12,oranges,fsc_2752.jpg,0.9606308109504132,orange,202.6477273
111,1,100.0,many,25,"(22, 25]",7,cans,fsc_2779.jpg,0.6890173037190083,can,211.96875
112,1,100.0,base,80,"(79, 82]",26,cans,fsc_2799.jpg,0.977119382747934,can,211.96875
113,1,81.501,some,14,"(13, 16]",4,strawberries,fsc_291.jpg,0.0173924974173553,strawberry,164.81707319999998
114,1,74.397,a few,17,"(16, 19]",5,stamps,fsc_2941.jpg,0.224012138429752,stamp1,152.4130435
115,1,100.0,base,68,"(67, 70]",22,stamps,fsc_2944.jpg,0.9175409994834712,stamp1,152.4130435
116,1,74.263,some,24,"(22, 25]",7,fish,fsc_2960.jpg,0.1563549199380165,fish,209.3488372
117,1,0.0,a few,60,"(58, 61]",19,coffee beans,fsc_3121.jpg,0.0,coffee_bean,130.8125
118,1,0.0,few,88,"(85, 88]",28,coffee beans,fsc_3133.jpg,0.2878841683884297,coffee_bean,130.8125
